
Query: measurement of dielectric constant of liquids by the use of microwave techniques
  1. 8172
  2. 5502
X 437. 10394
X 438. 58
X 439. 639
X 440. 1722
X 441. 3786
X 442. 4412
X 443. 4470
X 444. 7991
X 445. 8534
X 446. 8574
X 447. 9230
X 448. 10049
X 449. 33
X 450. 318
X 451. 1186
X 452. 1352
X 453. 2779
X 454. 2968
X 455. 3426
X 456. 3519
X 457. 3926
X 458. 4430
X 459. 5194
X 460. 5260
X 461. 5288
X 462. 6047
X 463. 7536
X 464. 7674
X 465. 8341
X 466. 8412
X 467. 8559
X 468. 9186
X 469. 9675
X 470. 10469
X 471. 10470
X 472. 10719
X 473. 10872
X 474. 793
X 475. 1596
X 476. 2293
X 477. 7318
X 478. 7494
X 479. 7980
X 480. 9432
X 481. 1094
X 482. 1866
X 483. 3286
X 484. 3411
X 485. 5168
X 486. 6138
X 487. 6184
X 488. 1637
X 489. 1729
X 490. 4720
X 491. 6300
X 492. 6349
X 493. 6449
X 494. 6537
X 495. 6795
X 496. 7176
X 497. 7376
X 498. 7472
X 499. 7481
X 500. 7605
X 501. 8250
X 502. 8846
X 503. 9652
X 504. 7523
X 505. 3644
X 506. 4352
X 507. 4916
X 508. 5152
X 509. 6533
X 510. 11040
X 511. 2000
X 512. 4414
X 513. 7416
X 514. 9920
X 515. 534
X 516. 772
X 517. 1621
X 518. 3158
X 519. 3853
X 520. 4177
X 521. 5730
X 522. 6479
X 523. 6900
X 524. 7256
X 525. 7493
X 526. 7824
X 527. 9400
X 528. 9934
X 529. 10059
X 530. 10762
X 531. 7284
X 532. 9942
X 533. 6895
X 534. 170
X 535. 692
X 536. 1623
X 537. 1741
X 538. 1750
X 539. 2349
X 540. 2439
X 541. 2476
X 542. 2501
X 543. 2560
X 544. 2695
X 545. 2794
X 546. 2967
X 547. 2994
X 548. 3262
X 549. 3412
X 550. 3512
X 551. 3602
X 552. 3626
X 553. 3656
X 554. 3865
X 555. 3893
X 556. 4088
X 557. 5007
X 558. 5365
X 559. 5384
X 560. 6775
X 561. 7257
X 562. 8835
X 563. 8933
X 564. 9534
X 565. 10048
X 566. 10183
X 567. 10359
X 568. 10477
X 569. 10809
X 570. 10845
X 571. 10905
X 572. 11322
X 573. 792
X 574. 903
X 575. 1351
X 576. 1528
X 577. 1594
X 578. 1737
X 579. 1848
X 580. 2295
X 581. 2422
X 582. 3069
X 583. 3372
X 584. 4061
X 585. 4068
X 586. 5017
X 587. 6194
X 588. 6231
X 589. 6336
X 590. 6506
X 591. 8009
X 592. 8236
X 593. 8530
X 594. 8665
X 595. 9273
X 596. 9295
X 597. 9325
X 598. 9451
X 599. 10126
X 600. 10660
X 601. 11027
X 602. 11044
X 603. 11177
X 604. 11291
X 605. 15
X 606. 3957
X 607. 5096
X 608. 7693
X 609. 9582
X 610. 10610
X 611. 10641
X 612. 1704
X 613. 1932
X 614. 2073
X 615. 3323
X 616. 4619
X 617. 5632
X 618. 6086
X 619. 6091
X 620. 6151
X 621. 6247
X 622. 6352
X 623. 6569
X 624. 6695
X 625. 6901
X 626. 7070
X 627. 7106
X 628. 7164
X 629. 7517
X 630. 7520
X 631. 7828
X 632. 8021
X 633. 8194
X 634. 8411
X 635. 9723
X 636. 9805
X 637. 9933
X 638. 1072
X 639. 6226
X 640. 7255
X 641. 3732
X 642. 166
X 643. 773
X 644. 1912
X 645. 2196
X 646. 2326
X 647. 2336
X 648. 2438
X 649. 2544
X 650. 3404
X 651. 3408
X 652. 3450
X 653. 3517
X 654. 3619
X 655. 3628
X 656. 3854
X 657. 3916
X 658. 3996
X 659. 4207
X 660. 4350
X 661. 4934
X 662. 5586
X 663. 5760
X 664. 6235
X 665. 8664
X 666. 8781
X 667. 8961
X 668. 9775
X 669. 10038
X 670. 10360
X 671. 10507
X 672. 10580
X 673. 11098
X 674. 11134
X 675. 11200
X 676. 7214
X 677. 8060
X 678. 9678
X 679. 36
X 680. 1860
X 681. 2813
X 682. 3071
X 683. 3214
X 684. 3862
X 685. 4231
X 686. 4840
X 687. 4849
X 688. 5869
X 689. 6262
X 690. 8003
X 691. 8455
X 692. 8660
X 693. 8958
X 694. 9155
X 695. 9876
X 696. 10211
X 697. 11286
X 698. 28
X 699. 34
X 700. 154
X 701. 454
X 702. 668
X 703. 1656
X 704. 1980
X 705. 2566
X 706. 3483
X 707. 5577
X 708. 5759
X 709. 6088
X 710. 6164
X 711. 6357
X 712. 6445
X 713. 6915
X 714. 7368
X 715. 8335
X 716. 9517
X 717. 9873
X 718. 9929
X 719. 954
X 720. 1520
X 721. 2442
X 722. 3493
X 723. 4085
X 724. 4466
X 725. 5592
X 726. 5755
X 727. 5852
X 728. 6067
X 729. 6181
X 730. 6206
X 731. 6819
X 732. 7348
X 733. 7978
X 734. 8097
X 735. 8258
X 736. 8581
X 737. 8953
X 738. 9069
X 739. 9419
X 740. 9703
X 741. 9970
X 742. 11374
X 743. 3733
X 744. 18
X 745. 116
X 746. 519
X 747. 693
X 748. 757
X 749. 790
X 750. 841
X 751. 952
X 752. 1207
X 753. 1338
X 754. 1588
X 755. 1595
X 756. 1618
X 757. 1870
X 758. 1874
X 759. 2423
X 760. 2450
X 761. 2643
X 762. 2790
X 763. 2801
X 764. 2952
X 765. 3186
X 766. 3317
X 767. 3361
X 768. 3414
X 769. 3492
X 770. 3829
X 771. 3921
X 772. 3927
X 773. 3945
X 774. 4181
X 775. 4347
X 776. 4442
X 777. 4542
X 778. 4746
X 779. 4788
X 780. 4809
X 781. 4841
X 782. 5014
X 783. 5366
X 784. 5658
X 785. 5666
X 786. 5830
X 787. 6364
X 788. 6513
X 789. 6545
X 790. 6703
X 791. 6774
X 792. 6912
X 793. 6959
X 794. 7379
X 795. 7642
X 796. 7705
X 797. 7886
X 798. 8115
X 799. 8430
X 800. 8436
X 801. 8662
X 802. 8668
X 803. 8707
X 804. 8784
X 805. 8839
X 806. 8909
X 807. 8962
X 808. 9031
X 809. 9082
X 810. 9090
X 811. 9165
X 812. 9252
X 813. 9296
X 814. 9559
X 815. 9674
X 816. 9699
X 817. 10188
X 818. 10771
X 819. 11031
X 820. 11090
X 821. 11427
X 822. 4572
X 823. 6854
X 824. 7577
X 825. 7678
X 826. 7869
X 827. 168
X 828. 169
X 829. 272
X 830. 507
X 831. 540
X 832. 565
X 833. 635
X 834. 936
X 835. 975
X 836. 1050
X 837. 1067
X 838. 1132
X 839. 1142
X 840. 1176
X 841. 1242
X 842. 1330
X 843. 1361
X 844. 1366
X 845. 1481
X 846. 1482
X 847. 1516
X 848. 1545
X 849. 1675
X 850. 1762
X 851. 1952
X 852. 2238
X 853. 2350
X 854. 2508
X 855. 2551
X 856. 2673
X 857. 2769
X 858. 2871
X 859. 3070
X 860. 3092
X 861. 3167
X 862. 3204
X 863. 3591
X 864. 4030
X 865. 4076
X 866. 4093
X 867. 4176
X 868. 4182
X 869. 4371
X 870. 4604
X 871. 4611
X 872. 4941
X 873. 4942
X 874. 5033
X 875. 5048
X 876. 5131
X 877. 5631
X 878. 5821
X 879. 5860
X 880. 6214
X 881. 6297
X 882. 6529
X 883. 6621
X 884. 6639
X 885. 6657
X 886. 6780
X 887. 7103
X 888. 7160
X 889. 7354
X 890. 7452
X 891. 8001
X 892. 8055
X 893. 8104
X 894. 8275
X 895. 8456
X 896. 8673
X 897. 8709
X 898. 8728
X 899. 8867
X 900. 9057
X 901. 9217
X 902. 9228
X 903. 9251
X 904. 9300
X 905. 9414
X 906. 9453
X 907. 9536
X 908. 9764
X 909. 9840
X 910. 9902
X 911. 9995
X 912. 10169
X 913. 10178
X 914. 10227
X 915. 10272
X 916. 10915
X 917. 10942
X 918. 11113
X 919. 11233
X 920. 11317
X 921. 11414
X 922. 2021
X 923. 3692
X 924. 3969
X 925. 4837
X 926. 5011
X 927. 6511
X 928. 6781
X 929. 6807
X 930. 6885
X 931. 7196
X 932. 7315
X 933. 8458
X 934. 8935
X 935. 9684
X 936. 9700
X 937. 11130
X 938. 29
X 939. 37
X 940. 277
X 941. 642
X 942. 731
X 943. 837
X 944. 896
X 945. 940
X 946. 1045
X 947. 1305
X 948. 1335
X 949. 1350
X 950. 1377
X 951. 1382
X 952. 1447
X 953. 1448
X 954. 1657
X 955. 1685
X 956. 1714
X 957. 1822
X 958. 1951
X 959. 2066
X 960. 2128
X 961. 2169
X 962. 2263
X 963. 2441
X 964. 2559
X 965. 2690
X 966. 2691
X 967. 3027
X 968. 3083
X 969. 3127
X 970. 3189
X 971. 3667
X 972. 4355
X 973. 4483
X 974. 4570
X 975. 4632
X 976. 4838
X 977. 5035
X 978. 5129
X 979. 5286
X 980. 5305
X 981. 5442
X 982. 5482
X 983. 5498
X 984. 5534
X 985. 5667
X 986. 5790
X 987. 5791
X 988. 5907
X 989. 6043
X 990. 6191
X 991. 6393
X 992. 6737
X 993. 6883
X 994. 7113
X 995. 7748
X 996. 7832
X 997. 8234
X 998. 8471
X 999. 8591
X 1000. 8741
Average Precision: 0.19841335708526664

Query: please supply information on the theory and use of parametric amplifiers
  1. 1497
  2. 1200
X 3. 5488
  4. 442
  5. 808
  6. 1091
X 7. 3348
  8. 10776
  9. 9091
  10. 3988
X 11. 9315
  12. 8973
  13. 4100
X 14. 540
X 15. 10638
  16. 676
X 17. 2082
X 18. 5760
  19. 1202
X 20. 1754
X 21. 8975
X 22. 10063
X 23. 11203
X 24. 7653
X 25. 9312
X 26. 10203
X 27. 11063
X 28. 10202
X 29. 10206
X 30. 10514
X 31. 10639
X 32. 1636
X 33. 2712
X 34. 2829
X 35. 8684
X 36. 8685
  37. 9314
X 38. 9317
X 39. 1873
X 40. 9577
  41. 541
X 42. 9870
X 43. 8436
X 44. 6508
X 45. 7979
X 46. 3416
X 47. 8978
X 48. 46
X 49. 132
X 50. 1204
X 51. 2651
X 52. 9094
X 53. 10209
  54. 8686
X 55. 3366
X 56. 9968
  57. 678
X 58. 11172
X 59. 10636
X 60. 48
X 61. 440
  62. 1087
X 63. 1088
X 64. 1343
X 65. 1344
X 66. 1493
X 67. 1639
X 68. 9318
X 69. 11060
X 70. 4108
X 71. 803
X 72. 1984
X 73. 8847
X 74. 9198
X 75. 9579
X 76. 10897
X 77. 10898
X 78. 11335
X 79. 3356
  80. 9319
X 81. 1629
X 82. 6818
X 83. 11059
X 84. 10373
X 85. 10064
X 86. 287
X 87. 2214
X 88. 2215
X 89. 10067
X 90. 10207
X 91. 10774
X 92. 11061
X 93. 1300
  94. 3531
X 95. 10062
  96. 10370
X 97. 10775
  98. 11204
X 99. 11330
  100. 439
X 101. 6509
X 102. 10153
X 103. 675
X 104. 3533
X 105. 9569
X 106. 10640
X 107. 10763
  108. 11205
X 109. 11206
X 110. 6272
X 111. 10372
X 112. 5369
X 113. 7497
X 114. 8466
X 115. 44
X 116. 289
X 117. 1496
X 118. 2343
X 119. 2344
X 120. 4223
X 121. 8976
X 122. 9437
X 123. 9576
X 124. 10371
X 125. 2346
X 126. 10899
X 127. 11333
X 128. 2091
X 129. 2818
X 130. 9969
X 131. 135
X 132. 2076
X 133. 5336
X 134. 8208
X 135. 2711
X 136. 668
X 137. 2213
X 138. 2828
X 139. 10066
X 140. 10205
  141. 45
X 142. 290
X 143. 438
X 144. 1983
X 145. 9313
X 146. 11188
X 147. 796
X 148. 5493
X 149. 5991
X 150. 6172
X 151. 8137
X 152. 9786
X 153. 632
X 154. 2170
X 155. 2171
X 156. 4213
X 157. 5573
X 158. 6510
X 159. 1402
X 160. 302
X 161. 2763
X 162. 4116
X 163. 8800
X 164. 10697
X 165. 2782
X 166. 1640
X 167. 2939
X 168. 9965
X 169. 47
X 170. 288
X 171. 677
X 172. 970
X 173. 2373
X 174. 2585
X 175. 2586
  176. 2793
X 177. 9435
X 178. 9436
X 179. 10511
X 180. 10513
X 181. 10896
X 182. 4706
X 183. 6904
X 184. 6043
X 185. 171
X 186. 5178
X 187. 6811
X 188. 9763
X 189. 10473
X 190. 2707
X 191. 7460
X 192. 7660
X 193. 6674
  194. 9578
X 195. 3398
X 196. 5436
X 197. 7391
X 198. 7107
X 199. 7725
X 200. 1301
X 201. 2542
X 202. 3365
X 203. 3592
X 204. 5827
X 205. 7347
X 206. 8950
X 207. 9066
X 208. 2019
X 209. 9093
X 210. 3329
X 211. 5990
X 212. 2823
X 213. 7782
X 214. 2042
X 215. 1203
X 216. 1491
X 217. 1492
X 218. 3876
X 219. 8974
X 220. 11332
X 221. 2419
X 222. 3362
X 223. 7247
X 224. 9852
X 225. 7845
X 226. 9440
X 227. 1939
X 228. 5450
X 229. 9220
X 230. 5389
X 231. 6271
X 232. 3749
X 233. 7198
X 234. 9092
X 235. 2083
X 236. 3635
X 237. 11030
X 238. 3074
X 239. 6171
X 240. 6875
X 241. 10317
X 242. 1637
X 243. 1638
X 244. 3763
X 245. 810
X 246. 8391
X 247. 1136
X 248. 2173
X 249. 2262
X 250. 7188
X 251. 7537
X 252. 7234
X 253. 968
X 254. 1205
X 255. 6949
X 256. 5727
X 257. 6101
X 258. 1866
X 259. 6067
X 260. 10769
X 261. 138
X 262. 633
X 263. 3403
X 264. 5421
X 265. 8802
X 266. 10463
X 267. 3651
X 268. 3942
X 269. 2812
X 270. 8682
X 271. 10210
  272. 1201
  273. 4488
X 274. 11208
X 275. 3532
X 276. 5881
X 277. 10057
X 278. 131
X 279. 9662
X 280. 4220
X 281. 500
X 282. 1158
X 283. 1940
X 284. 2256
X 285. 2508
X 286. 2511
X 287. 2675
X 288. 2802
X 289. 3067
X 290. 3656
X 291. 5838
X 292. 7039
X 293. 8728
X 294. 9130
X 295. 9251
X 296. 10119
X 297. 11199
X 298. 11292
X 299. 807
X 300. 2791
X 301. 9316
X 302. 1825
X 303. 3593
X 304. 7159
X 305. 1170
X 306. 181
X 307. 2587
X 308. 8683
X 309. 6765
X 310. 1304
X 311. 3363
X 312. 3496
X 313. 4303
X 314. 4541
X 315. 7068
X 316. 7069
X 317. 7552
X 318. 8223
X 319. 8523
X 320. 10779
X 321. 5458
X 322. 3358
X 323. 7335
X 324. 7962
X 325. 145
X 326. 1022
X 327. 1045
X 328. 1245
X 329. 1270
X 330. 1685
X 331. 2053
X 332. 2175
X 333. 3619
X 334. 8575
X 335. 5988
X 336. 6265
X 337. 7192
X 338. 1461
X 339. 5768
X 340. 10193
X 341. 3076
X 342. 3080
X 343. 4448
  344. 11336
X 345. 286
X 346. 1342
X 347. 9567
X 348. 9580
X 349. 5356
X 350. 3648
X 351. 3859
X 352. 4101
X 353. 5196
X 354. 6085
X 355. 7820
X 356. 133
X 357. 257
X 358. 1058
X 359. 1824
X 360. 2070
X 361. 3029
X 362. 3135
X 363. 3136
X 364. 3605
X 365. 4301
X 366. 4517
X 367. 8300
X 368. 8522
X 369. 10606
X 370. 6365
X 371. 291
X 372. 403
X 373. 1591
X 374. 1812
X 375. 2261
X 376. 2288
X 377. 2518
X 378. 2764
X 379. 3374
X 380. 3409
X 381. 4295
X 382. 4302
X 383. 5276
X 384. 6233
X 385. 9442
X 386. 10582
X 387. 11024
X 388. 11412
X 389. 11420
X 390. 1112
X 391. 1335
X 392. 8832
X 393. 801
X 394. 942
X 395. 1180
X 396. 1194
X 397. 3077
X 398. 4384
X 399. 5877
X 400. 7898
X 401. 4054
X 402. 8016
X 403. 1303
X 404. 7454
X 405. 8304
X 406. 1054
X 407. 2172
X 408. 2543
X 409. 3158
X 410. 3835
X 411. 3854
X 412. 3938
X 413. 4177
X 414. 4261
X 415. 4589
X 416. 5338
X 417. 5667
X 418. 5730
X 419. 6604
X 420. 6805
X 421. 7349
X 422. 7813
X 423. 8642
X 424. 9272
X 425. 10150
X 426. 10214
X 427. 10468
X 428. 6925
X 429. 531
X 430. 1341
X 431. 3647
X 432. 8977
X 433. 9425
X 434. 9702
X 435. 10929
X 436. 11035
X 437. 11331
X 438. 1085
X 439. 6356
X 440. 8348
X 441. 1298
X 442. 1413
X 443. 2110
X 444. 2135
X 445. 2136
X 446. 2145
X 447. 3251
X 448. 4612
X 449. 4787
X 450. 5371
X 451. 5452
X 452. 5459
X 453. 6422
X 454. 6584
X 455. 7486
X 456. 7953
X 457. 7986
X 458. 8525
X 459. 10457
X 460. 10701
X 461. 10858
X 462. 11411
X 463. 393
X 464. 1632
X 465. 1869
X 466. 2167
X 467. 2220
X 468. 2289
X 469. 2541
X 470. 2783
X 471. 2923
X 472. 3284
X 473. 3486
X 474. 3594
X 475. 4185
X 476. 4952
X 477. 5729
X 478. 6859
X 479. 6950
X 480. 7451
X 481. 8095
X 482. 8419
X 483. 8459
X 484. 9167
X 485. 9526
X 486. 9964
X 487. 10354
X 488. 11288
X 489. 11426
X 490. 11427
X 491. 1765
X 492. 5470
X 493. 6314
X 494. 7672
X 495. 9570
X 496. 7344
X 497. 4344
X 498. 9921
X 499. 1749
X 500. 4624
X 501. 7680
X 502. 8844
X 503. 11053
X 504. 955
X 505. 3668
X 506. 3875
X 507. 8849
X 508. 9424
X 509. 6716
X 510. 6908
X 511. 9809
X 512. 2084
X 513. 3079
X 514. 4449
X 515. 5675
X 516. 5882
X 517. 8840
X 518. 7729
X 519. 6764
X 520. 2335
X 521. 5570
X 522. 6056
X 523. 8251
X 524. 9967
X 525. 10213
X 526. 134
X 527. 920
X 528. 1600
X 529. 3401
X 530. 3812
X 531. 4060
X 532. 4445
X 533. 4618
X 534. 5018
X 535. 5468
X 536. 5537
X 537. 5538
X 538. 5878
X 539. 6103
X 540. 6603
X 541. 6761
X 542. 6762
X 543. 6896
X 544. 7101
X 545. 7190
X 546. 7554
X 547. 8524
X 548. 8535
X 549. 9079
X 550. 9663
X 551. 6916
X 552. 954
X 553. 3172
X 554. 5491
X 555. 7822
X 556. 8854
X 557. 9713
X 558. 63
X 559. 10142
X 560. 6817
X 561. 280
X 562. 957
X 563. 1090
X 564. 1970
X 565. 2080
X 566. 2710
X 567. 3171
X 568. 3256
X 569. 3530
X 570. 3983
X 571. 4211
X 572. 4216
X 573. 4353
X 574. 4843
X 575. 5274
X 576. 5888
X 577. 6102
X 578. 8026
X 579. 8569
X 580. 8841
X 581. 9307
X 582. 9962
X 583. 10512
X 584. 3289
X 585. 4090
X 586. 6093
X 587. 6547
X 588. 9433
X 589. 3613
X 590. 123
X 591. 6644
X 592. 6791
X 593. 6920
X 594. 11071
X 595. 6469
X 596. 39
X 597. 170
X 598. 1196
X 599. 1486
X 600. 1623
X 601. 1750
X 602. 1973
X 603. 2086
X 604. 2334
X 605. 2462
X 606. 2465
X 607. 2573
X 608. 2575
X 609. 2576
X 610. 2706
X 611. 2979
X 612. 3412
X 613. 3527
X 614. 4222
X 615. 4625
X 616. 5054
X 617. 6457
X 618. 6459
X 619. 7462
X 620. 8096
X 621. 8140
X 622. 8845
X 623. 8965
X 624. 9191
X 625. 9194
X 626. 9308
X 627. 10052
X 628. 10195
X 629. 11325
X 630. 11326
X 631. 505
X 632. 1879
X 633. 5689
X 634. 1775
X 635. 4485
X 636. 4596
X 637. 6411
X 638. 7055
X 639. 7066
X 640. 7828
X 641. 10552
X 642. 1235
X 643. 4228
X 644. 5149
X 645. 6939
X 646. 1046
X 647. 1211
X 648. 3765
X 649. 6108
X 650. 6127
X 651. 7119
X 652. 182
X 653. 1746
X 654. 2578
X 655. 2975
  656. 3185
X 657. 3522
X 658. 3711
X 659. 3852
X 660. 4097
X 661. 4221
X 662. 4622
X 663. 4629
X 664. 5175
X 665. 5574
X 666. 6368
X 667. 6370
X 668. 6551
X 669. 6635
X 670. 6681
X 671. 6910
X 672. 6991
X 673. 6995
X 674. 7194
X 675. 7499
X 676. 7906
X 677. 8467
X 678. 8563
X 679. 8687
X 680. 9961
X 681. 10192
X 682. 3708
X 683. 3641
X 684. 5368
X 685. 5764
X 686. 5989
X 687. 6270
X 688. 6460
X 689. 6903
X 690. 6909
X 691. 8024
X 692. 8346
X 693. 3297
X 694. 3301
X 695. 3732
X 696. 4348
X 697. 5053
X 698. 5225
X 699. 5740
X 700. 5846
X 701. 6788
X 702. 7270
X 703. 7677
X 704. 7884
X 705. 8322
X 706. 175
X 707. 432
X 708. 534
X 709. 1086
  710. 1165
X 711. 1191
X 712. 1192
X 713. 1339
X 714. 1628
X 715. 2326
X 716. 2333
X 717. 2336
X 718. 2458
X 719. 2672
X 720. 2977
X 721. 3100
X 722. 3299
X 723. 3523
X 724. 3636
X 725. 3645
X 726. 3646
X 727. 3747
X 728. 3756
X 729. 3869
X 730. 4099
X 731. 4525
X 732. 5266
X 733. 5873
X 734. 6905
X 735. 7104
X 736. 7195
X 737. 7299
X 738. 7500
X 739. 7817
X 740. 8023
X 741. 8347
X 742. 9434
X 743. 9814
X 744. 9815
X 745. 10033
X 746. 10053
X 747. 10056
X 748. 10061
X 749. 10190
X 750. 10194
X 751. 10329
X 752. 10363
X 753. 10365
X 754. 10505
X 755. 10506
X 756. 10634
X 757. 825
X 758. 1242
X 759. 2584
X 760. 2804
X 761. 3222
X 762. 4371
X 763. 4611
X 764. 4870
X 765. 4885
X 766. 6193
X 767. 6466
X 768. 6481
X 769. 6648
X 770. 7063
X 771. 8586
X 772. 8995
X 773. 9585
X 774. 10379
X 775. 10907
X 776. 11081
X 777. 296
X 778. 976
X 779. 3322
X 780. 3690
X 781. 4148
X 782. 4968
X 783. 4980
X 784. 6820
X 785. 7224
X 786. 10937
X 787. 11163
X 788. 278
X 789. 279
X 790. 281
X 791. 536
X 792. 664
X 793. 809
X 794. 956
X 795. 1190
X 796. 1193
X 797. 1337
X 798. 1588
X 799. 1625
X 800. 1872
X 801. 1974
X 802. 1981
X 803. 2323
X 804. 2345
X 805. 2577
X 806. 2696
X 807. 2705
X 808. 2708
X 809. 2973
X 810. 3188
X 811. 3290
X 812. 3293
X 813. 3521
X 814. 3631
X 815. 3632
X 816. 3642
X 817. 3757
X 818. 3758
X 819. 3877
X 820. 3981
X 821. 3982
X 822. 4094
X 823. 4421
X 824. 4447
X 825. 4453
X 826. 4704
X 827. 4958
X 828. 5156
X 829. 5268
X 830. 5463
X 831. 5763
X 832. 5766
X 833. 5887
X 834. 6094
X 835. 6269
X 836. 6361
X 837. 6363
X 838. 6364
X 839. 6546
X 840. 6868
X 841. 6869
X 842. 7105
X 843. 7259
X 844. 7388
X 845. 7726
X 846. 7819
X 847. 7911
X 848. 8138
X 849. 8246
X 850. 8463
X 851. 8561
X 852. 8566
X 853. 8966
X 854. 8967
X 855. 9193
X 856. 9581
X 857. 9807
X 858. 9811
X 859. 9877
X 860. 10024
X 861. 10197
X 862. 10215
X 863. 10504
X 864. 10516
X 865. 10637
X 866. 7565
X 867. 8029
X 868. 7498
X 869. 418
X 870. 547
X 871. 593
X 872. 839
X 873. 853
X 874. 1197
X 875. 1350
X 876. 2150
X 877. 2483
X 878. 3006
X 879. 3679
X 880. 3883
X 881. 4632
X 882. 5185
X 883. 5373
X 884. 5790
X 885. 6479
X 886. 7061
X 887. 7222
X 888. 7832
X 889. 8130
X 890. 8486
X 891. 9321
X 892. 10518
X 893. 10994
X 894. 174
X 895. 1867
X 896. 2210
X 897. 2830
X 898. 3657
X 899. 4526
X 900. 5270
X 901. 5545
X 902. 5575
X 903. 5875
X 904. 5884
X 905. 6636
X 906. 7191
X 907. 7303
X 908. 7359
X 909. 7360
X 910. 7575
X 911. 7662
X 912. 7666
X 913. 7671
X 914. 7764
X 915. 8429
X 916. 8538
X 917. 8681
X 918. 8853
X 919. 11334
X 920. 960
X 921. 1089
X 922. 1489
X 923. 3075
X 924. 3101
X 925. 4626
X 926. 5455
X 927. 5765
X 928. 5876
X 929. 5992
X 930. 6092
X 931. 6268
X 932. 6367
X 933. 6679
X 934. 6683
X 935. 7109
X 936. 7461
X 937. 7542
X 938. 7669
X 939. 8351
X 940. 8851
X 941. 11062
X 942. 1744
X 943. 4630
X 944. 5679
X 945. 5684
X 946. 6099
X 947. 6173
X 948. 6634
X 949. 6712
X 950. 7298
X 951. 8025
X 952. 8573
X 953. 9706
X 954. 9707
X 955. 9806
X 956. 2922
X 957. 4311
X 958. 5142
X 959. 5703
X 960. 6144
X 961. 6850
X 962. 7074
X 963. 7301
X 964. 7453
X 965. 7488
X 966. 9853
X 967. 3141
X 968. 4572
X 969. 9846
X 970. 9907
X 971. 211
X 972. 346
X 973. 613
X 974. 684
X 975. 909
X 976. 1427
X 977. 1614
X 978. 1880
X 979. 2376
X 980. 2611
X 981. 2732
X 982. 2778
X 983. 2887
X 984. 3085
X 985. 3091
X 986. 3130
X 987. 3420
X 988. 3681
X 989. 3804
X 990. 3992
X 991. 4241
X 992. 4383
X 993. 4851
X 994. 5084
X 995. 5103
X 996. 5784
X 997. 5923
X 998. 6376
X 999. 6477
X 1000. 6576
Average Precision: 0.33793389734970847

Query: the synthesis of networks with given sampled data transfer functions
X 1. 4204
X 2. 7695
X 3. 6970
X 4. 10336
X 5. 7697
X 6. 7173
X 7. 9796
X 8. 6782
X 9. 9794
X 10. 9851
X 11. 3849
X 12. 9692
X 13. 4074
X 14. 7280
X 15. 1313
  16. 4412
X 17. 782
  18. 6138
X 19. 9175
X 20. 7078
X 21. 7689
  22. 6947
X 23. 6448
X 24. 6340
X 25. 7178
X 26. 7760
X 27. 2192
  28. 1049
X 29. 4082
X 30. 2308
X 31. 5973
X 32. 6531
X 33. 3620
X 34. 9788
X 35. 9869
X 36. 8236
X 37. 9555
X 38. 5560
X 39. 4828
X 40. 7694
  41. 11304
X 42. 9537
X 43. 7762
X 44. 7083
X 45. 8956
X 46. 5972
X 47. 9184
X 48. 6787
X 49. 1325
X 50. 653
X 51. 3177
X 52. 7157
X 53. 1948
X 54. 8665
X 55. 8666
  56. 4183
X 57. 4063
X 58. 8233
X 59. 5752
X 60. 8820
X 61. 6165
  62. 4614
X 63. 8563
X 64. 9611
X 65. 6072
X 66. 6158
X 67. 8663
X 68. 8205
X 69. 5977
X 70. 7346
X 71. 7691
X 72. 11036
X 73. 11186
X 74. 4199
X 75. 9795
X 76. 10173
X 77. 1070
X 78. 2209
X 79. 8661
X 80. 5826
X 81. 3149
X 82. 1177
X 83. 10045
X 84. 938
X 85. 5650
X 86. 3619
X 87. 8324
X 88. 1471
X 89. 10492
X 90. 10888
X 91. 11183
X 92. 6695
X 93. 7088
X 94. 7341
X 95. 7543
X 96. 7891
X 97. 9416
X 98. 7076
X 99. 3383
X 100. 4820
X 101. 2811
X 102. 1167
X 103. 8002
X 104. 8118
X 105. 5247
X 106. 8246
X 107. 1334
X 108. 5559
X 109. 6529
X 110. 1065
X 111. 2307
X 112. 3617
X 113. 4332
X 114. 5852
X 115. 7081
X 116. 7274
X 117. 7374
X 118. 9793
X 119. 11187
X 120. 6161
X 121. 147
X 122. 935
X 123. 6786
X 124. 7574
X 125. 4596
X 126. 11032
  127. 4705
X 128. 4924
X 129. 9289
X 130. 7275
X 131. 9942
X 132. 7550
X 133. 8120
X 134. 10190
X 135. 7089
X 136. 7368
X 137. 9708
X 138. 10764
X 139. 8123
X 140. 8957
X 141. 2804
X 142. 3179
X 143. 4631
X 144. 7463
X 145. 524
X 146. 5744
X 147. 6160
X 148. 9686
X 149. 7475
X 150. 10168
X 151. 4196
X 152. 3618
X 153. 9808
X 154. 5976
X 155. 5979
X 156. 4414
X 157. 2901
X 158. 1082
X 159. 5956
X 160. 274
X 161. 5561
X 162. 2810
X 163. 9414
X 164. 7365
X 165. 3734
X 166. 10025
X 167. 4523
X 168. 9682
X 169. 9695
X 170. 6439
X 171. 970
X 172. 3409
X 173. 7170
X 174. 7057
X 175. 8119
X 176. 8299
X 177. 7111
X 178. 6790
X 179. 3173
X 180. 8822
X 181. 11330
X 182. 5975
X 183. 1164
X 184. 11176
X 185. 9284
X 186. 3170
X 187. 11185
  188. 3708
X 189. 10490
X 190. 9949
X 191. 2091
X 192. 6358
